CAD_E|CASLU15003291|CASLU2015002314|NEAL|20150307223549|FVP|FIRE, VEH PASSENGER|-120.668354|35.561882|2100 NEAL SPRING RD / 2000 EL POMAR DR |SLO_CO|||533_J_7|||||Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 12:00:02 AM
CAD_E|CASLU15003291|CASLU2015002314|NEAL|20150307223549|FVP|FIRE, VEH PASSENGER|-120.668354|35.561882|2100 NEAL SPRING RD / 2000 EL POMAR DR |SLO_CO|||533_J_7|||||Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 12:00:02 AM
CAD_U|CASLC|E30|AOR|20150308000002|R-17A|||//3/8/2015 12:00:02 AM
CAD_U|CASLC|ME22|ONS|20150308203200|N-3A|15003337|MED|CASLU2015002345//3/8/2015 8:32:00 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:32 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTCH|MED, T/C HWY-HIGH SPEED|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:42 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:47 PM
CAD_U|CASLU|B3412|ENR|20150308202248|A-22B|15003336|MTX|CASLU2015002344//3/8/2015 8:32:47 PM
CAD_U|CAFIV|E6693|ENR|20150308202614|N-12D|15003336|MTX|CASLU2015002344//3/8/2015 8:32:47 PM
CAD_U|CASLC|ME20|ONS|20150308203107|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:32:47 PM
CAD_U|CASLC|R20|DSP|20150308202101|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:32:47 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:49 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:51 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:51 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:51 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:51 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:51 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:32:51 PM
CAD_U|CAFIV|E6693|ONS|20150308203324|N-12D|15003336|MTX|CASLU2015002344//3/8/2015 8:33:24 PM
CAD_U|CASLC|R20|ENR|20150308203340|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:33:40 PM
CAD_U|CASLC|R20|ENR|20150308203340|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:33:40 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:33:46 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:33:46 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:35:38 PM
CAD_U|CAPSM|E64|RTQ|20150308203538|A-32M|15003335|MED|CASLU2015002343//3/8/2015 8:35:38 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:36:58 PM
CAD_U|CASLU|B3412|ONS|20150308203658|A-22B|15003336|MTX|CASLU2015002344//3/8/2015 8:36:58 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:39:50 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:39:50 PM
CAD_U|CAPSM|E64|AIQ|20150308203950|A-32M|||//3/8/2015 8:39:50 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 8:40:08 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 8:40:08 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 8:40:08 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:41:04 PM
CAD_U|CASLC|R20|ONS|20150308204104|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:41:04 PM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 8:49:49 PM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 8:49:49 PM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 8:49:49 PM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 8:49:50 PM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 8:49:50 PM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 8:49:50 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 8:49:51 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 8:49:51 PM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 8:49:51 PM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 8:49:51 PM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 8:49:51 PM
CAD_E|CASLC15003337|CASLU2015002345|EMS3CDF/|20150308202100|MED|MEDICAL AID CODE 3|-120.492445|35.020654|395 CALLISTO LN ||350 BLK POLARIS DR|1054 BLK STARLITE DR|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:49:51 PM
CAD_E|CASLC15003337|CASLU2015002345|EMS3CDF/|20150308202100|MED|MEDICAL AID CODE 3|-120.492445|35.020654|395 CALLISTO LN ||350 BLK POLARIS DR|1054 BLK STARLITE DR|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:49:51 PM
CAD_U|CASLC|ME22|AOR|20150308204951|N-3A|||//3/8/2015 8:49:51 PM
CAD_U|CAFKU|E4354|AIQ|20150227180806|FKU-1A|||//3/8/2015 8:49:51 PM
CAD_U|CAFKU|E4354|AIQ|20150227180806|FKU-1A|||//3/8/2015 8:49:51 PM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 8:49:51 PM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 8:49:52 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 8:49:53 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 8:49:53 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 8:49:53 PM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 8:49:53 PM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 8:49:53 PM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 8:49:53 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:26 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:26 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:26 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:27 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:27 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:27 PM
CAD_E|CASLC15003338|CASLU|EMS3CDF/|20150308205023|OOA|OTH, ASSIST|-120.727177|35.320794|E EL CAMPO RD / S HWY 101||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 8:50:27 PM
CAD_E|CASLC15003338|CASLU|EMS3CDF/|20150308205023|OOA|OTH, ASSIST|-120.727177|35.320794|E EL CAMPO RD / S HWY 101||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 8:50:27 PM
CAD_E|CASLC15003338|CASLU|EMS3CDF/|20150308205023|OOA|OTH, ASSIST|-120.727177|35.320794|E EL CAMPO RD / S HWY 101||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 8:50:29 PM
CAD_E|CASLC15003338|CASLU|EMS3CDF/|20150308205023|OOA|OTH, ASSIST|-120.727177|35.320794|E EL CAMPO RD / S HWY 101||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 8:50:29 PM
CAD_E|CASLC15003338|CASLU|EMS3CDF/|20150308205023|OOA|OTH, ASSIST|-120.727177|35.320794|E EL CAMPO RD / S HWY 101||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 8:50:39 PM
CAD_E|CASLC15003338|CASLU|EMS3CDF/|20150308205023|OAR|OTH, REFERRAL|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:50 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:50:54 PM
CAD_U|CASLC|ME20|ONS|20150308203107|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:50:54 PM
CAD_U|CASLU|B3412|ONS|20150308203658|A-22B|15003336|MTX|CASLU2015002344//3/8/2015 8:50:55 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:51:05 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:51:08 PM
CAD_U|CASLC|ME20|ONS|20150308203107|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 8:51:08 PM
CAD_E|CASLC15003338//3/8/2015 8:51:15 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:51:15 PM
CAD_E|CASLC15003338//3/8/2015 8:51:31 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:53:28 PM
CAD_U|CAFIV|E6693|ONS|20150308203324|N-12D|15003336|MTX|CASLU2015002344//3/8/2015 8:53:28 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:57:01 PM
CAD_U|CASLU|B3412|ONS|20150308203658|A-22B|15003336|MTX|CASLU2015002344//3/8/2015 8:57:01 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20,E6693|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:59:16 PM
CAD_U|CAFIV|E6693|RTQ|20150308205916|N-12D|15003336|MTX|CASLU2015002344//3/8/2015 8:59:16 PM
CAD_E|CASLC15003337|CASLU2015002345|EMS3CDF/|20150308202100|MED|MEDICAL AID CODE 3|-120.492445|35.020654|395 CALLISTO LN ||350 BLK POLARIS DR|1054 BLK STARLITE DR|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:59:17 PM
CAD_E|CASLC15003337//3/8/2015 8:59:19 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:59:22 PM
CAD_E|CAPSM15003335|CASLU2015002343|MA|20150308201346|MED|MEDICAL AID CODE 3|-120.641845|35.138958|150 HINDS AVE || PISMO BEACH PIER|600 BLK CYPRESS ST|714_C_2/714_C_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:59:22 PM
CAD_E|CAPSM15003335//3/8/2015 8:59:23 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:59:30 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 8:59:30 PM
CAD_U|CAFIV|E6693|OFF//3/8/2015 8:59:30 PM
CAD_E|CASLC15003337//3/8/2015 8:59:34 PM
CAD_E|CAPSM15003335//3/8/2015 8:59:38 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||B3412,ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:01:05 PM
CAD_U|CASLC|R20|ONS|20150308204104|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 9:01:05 PM
CAD_U|CASLC|ME22|AIQ|20150308210110|N-3A|||//3/8/2015 9:01:10 PM
CAD_U|CASLC|P22|AIQ|20150306134034|N-3A|||//3/8/2015 9:01:10 PM
CAD_U|CASLC|E52|AIQ|20150308210132|D-12A|||//3/8/2015 9:01:32 PM
CAD_U|CASLC|E30|AIQ|20150308210136|R-17A|||//3/8/2015 9:01:36 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:03:17 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:03:17 PM
CAD_U|CASLU|B3412|AOR|20150308210317|A-22B|||//3/8/2015 9:03:17 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:04:07 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:04:09 PM
CAD_U|CASLC|ME20|RTQ|20150308210409|E-19B|15003336|MTX|CASLU2015002344//3/8/2015 9:04:09 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:04:54 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:04:54 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:05:04 PM
CAD_E|CASLC15003336|CASLU2015002344|CAMPO|20150308202023|MTX|MED TC, WITH EXTRICATION|-120.563626|35.111167|S HWY 101 / 398 E EL CAMPO RD ||||633_B_5/633_B_5||||ME20,R20|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 9:05:04 PM
